ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
16000001.0,1001 to 10000,Unknown,3056
16000001.0,26 to 50,Unknown,4763
16000001.0,6 to 10,Unknown,3161
16000001.0,2 to 5,Unknown,3377
16000001.0,51 to 200,Technology - Software,872
2850193.0,11 to 25,Unknown,742
16000001.0,1,Unknown,412
16000001.0,26 to 50,Unknown,3597
16000001.0,11 to 25,Unknown,768
16000001.0,6 to 10,Unknown,2987
16000001.0,2 to 5,Unknown,4950
16000001.0,51 to 200,Unknown,2482
16000001.0,1,Unknown,4631
16000001.0,6 to 10,Unknown,396
16000001.0,2 to 5,Unknown,3439
16000001.0,1,Unknown,2833
16000001.0,2 to 5,Unknown,1901
16000001.0,1,Unknown,722
4405008.0,11 to 25,Unknown,4508
16000001.0,201 to 1000,Unknown,577
16000001.0,2 to 5,Unknown,2764
16000001.0,6 to 10,Unknown,2172
16000001.0,11 to 25,Unknown,2542
16000001.0,6 to 10,Unknown,2171
16000001.0,2 to 5,Unknown,1327
16000001.0,51 to 200,Unknown,2695
16000001.0,2 to 5,Unknown,3919
4941706.0,1,Unknown,4846
16000001.0,1,Unknown,444
1506752.0,201 to 1000,Unknown,2059
16000001.0,2 to 5,Unknown,5193
16000001.0,1,Unknown,1416
16000001.0,51 to 200,Unknown,2922
1685425.0,2 to 5,Unknown,2057
16000001.0,1,Unknown,5041
693788.0,26 to 50,Unknown,445
16000001.0,1,Unknown,1069
16000001.0,2 to 5,Unknown,3671
16000001.0,2 to 5,Unknown,609
16000001.0,2 to 5,Unknown,4375
2119714.0,6 to 10,Unknown,463
16000001.0,2 to 5,Unknown,3329
16000001.0,11 to 25,Unknown,1975
16000001.0,2 to 5,Unknown,3312
16000001.0,26 to 50,Unknown,3987
8298279.0,6 to 10,Unknown,1027
16000001.0,6 to 10,Unknown,510
16000001.0,2 to 5,Unknown,881
614582.0,11 to 25,Unknown,5113
16000001.0,2 to 5,Unknown,4007
16000001.0,2 to 5,Unknown,1695
16000001.0,6 to 10,Unknown,1220
16000001.0,2 to 5,Unknown,2719
16000001.0,6 to 10,Unknown,638
16000001.0,6 to 10,Unknown,3338
16000001.0,1,Unknown,3982
3430511.0,2 to 5,Unknown,2075
16000001.0,2 to 5,Unknown,3717
16000001.0,2 to 5,Unknown,1700
16000001.0,26 to 50,Unknown,5074
16000001.0,26 to 50,Unknown,2479
16000001.0,26 to 50,Unknown,903
4284768.0,6 to 10,Unknown,3639
16000001.0,2 to 5,Unknown,327
16000001.0,1,Unknown,3185
16000001.0,2 to 5,Unknown,1329
16000001.0,2 to 5,Unknown,3363
6951343.0,6 to 10,Unknown,1307
16000001.0,26 to 50,Unknown,2659
16000001.0,1,Unknown,4630
16000001.0,1,Unknown,4519
451752.0,2 to 5,Unknown,5198
2273605.0,6 to 10,Unknown,4808
16000001.0,11 to 25,Unknown,3373
11034.0,26 to 50,Unknown,3115
16000001.0,6 to 10,Unknown,2871
16000001.0,2 to 5,Unknown,2107
16000001.0,26 to 50,Unknown,4762
757620.0,2 to 5,Unknown,3522
5186236.0,26 to 50,Unknown,2040
16000001.0,2 to 5,Unknown,3866
16000001.0,11 to 25,Unknown,598
668.0,26 to 50,Unknown,4722
16000001.0,26 to 50,Unknown,845
7386372.0,6 to 10,Unknown,2977
16000001.0,2 to 5,Unknown,3959
16000001.0,26 to 50,Unknown,4321
16000001.0,6 to 10,Unknown,4329
16000001.0,51 to 200,Unknown,1739
16000001.0,1,Unknown,1896
10751072.0,6 to 10,Unknown,4463
3979819.0,2 to 5,Unknown,605
16000001.0,51 to 200,Unknown,1594
16000001.0,2 to 5,Unknown,3785
2926723.0,2 to 5,Unknown,4140
16000001.0,2 to 5,Unknown,786
16000001.0,6 to 10,Unknown,948
7652344.0,11 to 25,Unknown,2106
16000001.0,1,Unknown,4964
16000001.0,2 to 5,Unknown,3254
16000001.0,51 to 200,Unknown,4171
16000001.0,2 to 5,Unknown,1203
7820641.0,11 to 25,Unknown,3664
16000001.0,6 to 10,Unknown,1911
16000001.0,2 to 5,Unknown,415
16000001.0,2 to 5,Unknown,2450
16000001.0,26 to 50,Unknown,2418
16000001.0,26 to 50,Unknown,3289
16000001.0,2 to 5,Unknown,2327
16000001.0,1,Unknown,4584
6313202.0,6 to 10,Unknown,4024
1457227.0,6 to 10,Unknown,2928
2148826.0,51 to 200,Unknown,2341
368863.0,1001 to 10000,Unknown,4542
2741402.0,51 to 200,Unknown,4522
16000001.0,2 to 5,Unknown,4006
16000001.0,2 to 5,Unknown,4695
6256927.0,2 to 5,Unknown,2516
16000001.0,201 to 1000,Consulting/Advisory,2932
16000001.0,201 to 1000,Unknown,1304
16000001.0,2 to 5,Unknown,858
16000001.0,1,Unknown,1246
16000001.0,6 to 10,Unknown,3619
479009.0,51 to 200,Unknown,771
16000001.0,26 to 50,Unknown,4746
16000001.0,1,Unknown,3071
2783053.0,6 to 10,Unknown,4707
16000001.0,6 to 10,Unknown,3989
16000001.0,2 to 5,Unknown,2180
10529975.0,6 to 10,Unknown,325
16000001.0,2 to 5,Unknown,663
16000001.0,6 to 10,Unknown,545
13657.0,26 to 50,Unknown,1994
460617.0,51 to 200,Unknown,2594
16000001.0,2 to 5,Unknown,1191
6131.0,26 to 50,Unknown,2904
16000001.0,6 to 10,Unknown,1470
16000001.0,2 to 5,Unknown,4969
16000001.0,2 to 5,Unknown,4859
16000001.0,1,Unknown,1926
16000001.0,2 to 5,Unknown,2634
16000001.0,26 to 50,Unknown,1025
16000001.0,1,Unknown,1890
16000001.0,2 to 5,Unknown,1209
16000001.0,2 to 5,Unknown,2507
2918086.0,1,Unknown,2942
83848.0,201 to 1000,Unknown,2838
16000001.0,6 to 10,Unknown,4441
4609788.0,201 to 1000,Unknown,2408
16000001.0,201 to 1000,Unknown,1752
4604639.0,201 to 1000,Unknown,4799
1181248.0,201 to 1000,Unknown,1761
16000001.0,26 to 50,Unknown,3839
16000001.0,6 to 10,Unknown,1868
16000001.0,6 to 10,Unknown,4039
16000001.0,1,Unknown,2440
6019035.0,2 to 5,Unknown,4659
6634984.0,6 to 10,Unknown,1065
16000001.0,2 to 5,Unknown,4816
16000001.0,11 to 25,Unknown,1388
16000001.0,201 to 1000,Unknown,1509
16000001.0,6 to 10,Unknown,4909
16000001.0,26 to 50,Unknown,1774
16000001.0,26 to 50,Unknown,4549
16000001.0,2 to 5,Unknown,3743
2012248.0,6 to 10,Unknown,1489
16000001.0,2 to 5,Unknown,4735
16000001.0,1001 to 10000,Technology - Software,644
16000001.0,2 to 5,Unknown,4378
16000001.0,1,Unknown,3961
16000001.0,2 to 5,Unknown,5148
16000001.0,11 to 25,Unknown,3874
16000001.0,51 to 200,Unknown,912
16000001.0,1,Unknown,3344
16000001.0,1,Unknown,645
16000001.0,2 to 5,Unknown,3255
16000001.0,2 to 5,Unknown,2613
16000001.0,1,Unknown,5177
16000001.0,2 to 5,Unknown,3219
16000001.0,2 to 5,Unknown,2336
16000001.0,6 to 10,Unknown,2952
16000001.0,26 to 50,Unknown,3583
16000001.0,1,Unknown,1228
16000001.0,26 to 50,Unknown,2697
16000001.0,2 to 5,Unknown,1725
16000001.0,51 to 200,Unknown,406
16000001.0,26 to 50,Unknown,4418
16000001.0,1,Unknown,1721
16000001.0,26 to 50,Unknown,1492
8933212.0,26 to 50,Unknown,428
1539739.0,51 to 200,Unknown,4775
16000001.0,26 to 50,Unknown,1197
16000001.0,6 to 10,Unknown,4190
16000001.0,6 to 10,Unknown,4748
16000001.0,6 to 10,Unknown,3406
16000001.0,1,Unknown,508
16000001.0,2 to 5,Unknown,1782
16000001.0,1,Unknown,1301
16000001.0,2 to 5,Unknown,2471
353583.0,201 to 1000,Unknown,2178
16000001.0,2 to 5,Unknown,4723
16000001.0,"10,001 or more",Unknown,484
16000001.0,2 to 5,Unknown,894
16000001.0,2 to 5,Unknown,4307
16000001.0,201 to 1000,Unknown,1867
5692307.0,1,Unknown,342
16000001.0,26 to 50,Unknown,219
16000001.0,1,Unknown,3862
4441425.0,6 to 10,Unknown,2522
16000001.0,1,Unknown,2213
16000001.0,1,Unknown,4882
16000001.0,2 to 5,Unknown,2716
16000001.0,26 to 50,Unknown,667
16000001.0,1,Unknown,1722
16000001.0,2 to 5,Unknown,2098
16000001.0,2 to 5,Unknown,1915
16000001.0,11 to 25,Unknown,524
16000001.0,6 to 10,Unknown,1571
16000001.0,2 to 5,Unknown,1485
16000001.0,6 to 10,Unknown,2053
16000001.0,26 to 50,Unknown,2169
16000001.0,6 to 10,Unknown,4160
16000001.0,26 to 50,Unknown,505
16000001.0,2 to 5,Unknown,1550
16000001.0,2 to 5,Unknown,4770
16000001.0,2 to 5,Unknown,955
16000001.0,6 to 10,Unknown,3189
16000001.0,2 to 5,Unknown,3666
16000001.0,2 to 5,Unknown,473
6308472.0,26 to 50,Unknown,3107
16000001.0,2 to 5,Unknown,871
216502.0,1001 to 10000,Unknown,795
16000001.0,2 to 5,Unknown,4573
16000001.0,11 to 25,Unknown,2803
16000001.0,6 to 10,Unknown,3488
8259605.0,2 to 5,Unknown,5035
33599.0,11 to 25,Unknown,3854
1388903.0,51 to 200,Unknown,3208
16000001.0,2 to 5,Unknown,1407
16000001.0,2 to 5,Unknown,1746
16000001.0,2 to 5,Unknown,934
16000001.0,Unknown,RENEWABLES_ENVIRONMENT,3864
2266360.0,2 to 5,Unknown,4520
16000001.0,2 to 5,Unknown,729
16000001.0,6 to 10,Unknown,3932
16000001.0,1,Unknown,4733
16000001.0,26 to 50,Unknown,4945
16000001.0,51 to 200,Unknown,4724
16000001.0,1,Unknown,753
60539.0,1001 to 10000,Unknown,1221
1393148.0,6 to 10,Unknown,2056
16000001.0,1,Unknown,4351
16000001.0,1,Unknown,347
16000001.0,1,Unknown,2587
1149154.0,26 to 50,Unknown,2912
16000001.0,6 to 10,Unknown,2487
16000001.0,2 to 5,Unknown,5013
16000001.0,1,Unknown,3740
16000001.0,2 to 5,Unknown,4343
933579.0,201 to 1000,Unknown,2567
16000001.0,6 to 10,Unknown,5197
16000001.0,26 to 50,Unknown,1871
16000001.0,11 to 25,Unknown,3706
16000001.0,26 to 50,Unknown,778
2866533.0,26 to 50,Unknown,4609
4510295.0,26 to 50,Unknown,2230
16000001.0,2 to 5,Unknown,4548
267823.0,6 to 10,Unknown,2451
16000001.0,2 to 5,Unknown,3524
1840438.0,6 to 10,Unknown,2737
16000001.0,26 to 50,Unknown,3829
16000001.0,6 to 10,Unknown,2232
16000001.0,1,Unknown,2710
16000001.0,1,Unknown,5200
16000001.0,1,Unknown,2572
16000001.0,6 to 10,Unknown,3889
16000001.0,6 to 10,Unknown,1080
16000001.0,11 to 25,Unknown,4037
7932976.0,6 to 10,Unknown,3789
16000001.0,2 to 5,Unknown,4713
16000001.0,2 to 5,Unknown,5174
16000001.0,2 to 5,Unknown,4227
7938517.0,1,Unknown,3146
16000001.0,201 to 1000,Unknown,3090
16000001.0,2 to 5,Unknown,937
16000001.0,2 to 5,Unknown,5093
16000001.0,2 to 5,Unknown,3021
16000001.0,2 to 5,Unknown,867
16000001.0,6 to 10,Unknown,3778
878208.0,26 to 50,Unknown,4552
2492.0,51 to 200,Unknown,2857
16000001.0,11 to 25,Unknown,3971
16000001.0,2 to 5,Unknown,4435
1546956.0,2 to 5,Unknown,3559
16000001.0,2 to 5,Unknown,1399
16000001.0,1,Unknown,1687
16000001.0,51 to 200,Unknown,710
16000001.0,2 to 5,Unknown,2188
16000001.0,2 to 5,Unknown,4672
1165792.0,26 to 50,Unknown,5040
16000001.0,26 to 50,Unknown,4868
9043759.0,6 to 10,Unknown,620
16000001.0,6 to 10,Unknown,1277
4245115.0,2 to 5,Unknown,1505
2189590.0,26 to 50,Unknown,2543
16000001.0,2 to 5,Unknown,4356
1356.0,51 to 200,Unknown,1635
16000001.0,2 to 5,Unknown,720
728615.0,11 to 25,Unknown,1144
16000001.0,6 to 10,Unknown,1907
16000001.0,11 to 25,Unknown,4873
16000001.0,1,Unknown,933
16000001.0,2 to 5,Unknown,1887
16000001.0,11 to 25,Unknown,4142
8532271.0,2 to 5,Unknown,4991
16000001.0,2 to 5,Unknown,4080
4101109.0,2 to 5,Unknown,1685
16000001.0,51 to 200,Unknown,910
16000001.0,2 to 5,Unknown,3516
16000001.0,2 to 5,Unknown,4752
16000001.0,2 to 5,Unknown,5020
16000001.0,6 to 10,Unknown,1459
16000001.0,2 to 5,Unknown,3166
16000001.0,2 to 5,Unknown,2148
16000001.0,11 to 25,Unknown,740
6494105.0,26 to 50,Unknown,3257
16000001.0,6 to 10,Unknown,1247
16000001.0,26 to 50,Unknown,5103
181085.0,26 to 50,Unknown,2876
779614.0,2 to 5,Unknown,2972
16000001.0,6 to 10,Unknown,3704
16000001.0,2 to 5,Unknown,998
16000001.0,6 to 10,Unknown,1715
16000001.0,1,Unknown,864
16000001.0,11 to 25,Unknown,439
313445.0,2 to 5,Unknown,1809
16000001.0,26 to 50,Unknown,2164
16000001.0,1001 to 10000,Technology - Software,235
16000001.0,1001 to 10000,Technology - Software,230
16000001.0,1001 to 10000,Technology - Software,231
16000001.0,1,Unknown,3196
9362057.0,11 to 25,Unknown,1929
544906.0,2 to 5,Unknown,3065
16000001.0,11 to 25,Unknown,3857
1327162.0,11 to 25,Unknown,3351
2000208.0,11 to 25,Unknown,216
16000001.0,2 to 5,Unknown,3414
16000001.0,2 to 5,Unknown,2049
16000001.0,11 to 25,Unknown,3092
3851653.0,1,Unknown,4467
2296243.0,6 to 10,Unknown,2033
16000001.0,1,Unknown,2926
29917.0,6 to 10,Unknown,501
3003324.0,2 to 5,Unknown,564
16000001.0,2 to 5,Unknown,4447
16000001.0,1,Unknown,3504
16000001.0,51 to 200,Unknown,3744
3728226.0,11 to 25,Unknown,4932
16000001.0,6 to 10,Unknown,2627
16000001.0,6 to 10,Unknown,950
16000001.0,2 to 5,Unknown,2425
16000001.0,26 to 50,Unknown,1508
16000001.0,201 to 1000,Unknown,2816
186209.0,201 to 1000,Unknown,920
16000001.0,26 to 50,Unknown,4813
16000001.0,2 to 5,Unknown,5170
2003492.0,26 to 50,Unknown,2339
16000001.0,11 to 25,Unknown,1951
16000001.0,2 to 5,Unknown,2979
10499814.0,2 to 5,Unknown,1834
16000001.0,1,Unknown,5042
16000001.0,2 to 5,Unknown,4862
1307743.0,6 to 10,Unknown,887
3332657.0,6 to 10,Unknown,3930
16000001.0,2 to 5,Unknown,3620
16000001.0,2 to 5,Unknown,1056
16000001.0,2 to 5,Unknown,3324
16000001.0,11 to 25,Unknown,1032
16000001.0,6 to 10,Unknown,5156
7345660.0,201 to 1000,Unknown,3418
16000001.0,1,Unknown,1917
16000001.0,2 to 5,Unknown,1912
16000001.0,2 to 5,Unknown,1502
16000001.0,6 to 10,Unknown,1614
16000001.0,6 to 10,Unknown,4031
16000001.0,11 to 25,Unknown,1273
16000001.0,2 to 5,Unknown,1613
16000001.0,2 to 5,Unknown,2227
16000001.0,2 to 5,Unknown,3226
16000001.0,51 to 200,Unknown,3652
16000001.0,1,Unknown,1026
16000001.0,1,Unknown,3624
16000001.0,1001 to 10000,Technology - Software,252
16000001.0,1001 to 10000,Technology - Software,249
16000001.0,1001 to 10000,Technology - Software,258
16000001.0,1001 to 10000,Technology - Software,240
16000001.0,1001 to 10000,Technology - Software,232
16000001.0,1001 to 10000,Technology - Software,246
16000001.0,2 to 5,Unknown,3016
16000001.0,2 to 5,Unknown,413
4016814.0,6 to 10,Unknown,3677
16000001.0,51 to 200,Unknown,1817
8278527.0,2 to 5,Unknown,2114
16000001.0,51 to 200,Unknown,4011
16000001.0,51 to 200,Unknown,2263
2888088.0,1001 to 10000,Unknown,4261
16000001.0,2 to 5,Unknown,2517
16000001.0,1,Unknown,4700
16000001.0,26 to 50,Unknown,2512
668.0,26 to 50,Unknown,4721
16000001.0,2 to 5,Unknown,4739
16000001.0,2 to 5,Unknown,2045
16000001.0,2 to 5,Unknown,3104
16000001.0,2 to 5,Unknown,2845
16000001.0,1001 to 10000,Technology - Software,254
16000001.0,1001 to 10000,Technology - Software,244
16000001.0,1001 to 10000,Technology - Software,236
16000001.0,1001 to 10000,Technology - Software,228
16000001.0,1001 to 10000,Technology - Software,229
16000001.0,1001 to 10000,Technology - Software,256
16000001.0,1001 to 10000,Technology - Software,238
16000001.0,1001 to 10000,Technology - Software,247
5949214.0,6 to 10,Unknown,4818
16000001.0,1001 to 10000,Technology - Software,245
2043184.0,2 to 5,Unknown,1116
16000001.0,201 to 1000,Unknown,1801
16000001.0,1001 to 10000,Unknown,2115
16000001.0,2 to 5,Unknown,4369
16000001.0,6 to 10,Unknown,2850
16000001.0,2 to 5,Unknown,3572
16000001.0,2 to 5,Unknown,1998
1373138.0,1,Unknown,2575
6173741.0,6 to 10,Unknown,1109
16000001.0,2 to 5,Unknown,2355
16000001.0,2 to 5,Unknown,4872
7932675.0,2 to 5,Unknown,4313
16000001.0,2 to 5,Unknown,3032
16000001.0,2 to 5,Unknown,4988
4876773.0,6 to 10,Unknown,4696
16000001.0,1,Unknown,5017
16000001.0,1,Unknown,811
5101324.0,2 to 5,Unknown,943
16000001.0,51 to 200,Unknown,800
16000001.0,201 to 1000,Unknown,5134
16000001.0,1,Unknown,5025
16000001.0,1,Unknown,3646
16000001.0,11 to 25,Unknown,2633
16000001.0,2 to 5,Unknown,4452
16000001.0,1,Unknown,1156
16000001.0,2 to 5,Unknown,3057
16000001.0,1,Unknown,1699
16000001.0,51 to 200,Unknown,4125
16000001.0,1,Unknown,1788
16000001.0,2 to 5,Unknown,389
1307956.0,26 to 50,Unknown,2963
6370715.0,2 to 5,Unknown,5084
16000001.0,1001 to 10000,Technology - Software,255
16000001.0,1001 to 10000,Technology - Software,237
16000001.0,1001 to 10000,Technology - Software,242
16000001.0,1001 to 10000,Technology - Software,233
16000001.0,1001 to 10000,Technology - Software,243
16000001.0,1001 to 10000,Technology - Software,234
16000001.0,1001 to 10000,Technology - Software,251
16000001.0,6 to 10,Unknown,3506
16000001.0,2 to 5,Unknown,3030
5033807.0,6 to 10,Unknown,2642
16000001.0,26 to 50,Unknown,1453
5400852.0,6 to 10,Unknown,4065
16000001.0,26 to 50,Unknown,1557
7664117.0,2 to 5,Unknown,3269
263590.0,201 to 1000,Unknown,975
16000001.0,1,Unknown,3690
16000001.0,51 to 200,Technology - Software,405
3391123.0,51 to 200,Unknown,2390
16000001.0,26 to 50,Unknown,1254
7465.0,51 to 200,Unknown,3905
1249699.0,1001 to 10000,Unknown,4817
16000001.0,1,Unknown,1526
159972.0,6 to 10,Unknown,4095
2965481.0,11 to 25,Unknown,3721
3301037.0,1,Unknown,940
16000001.0,2 to 5,Unknown,4718
16000001.0,1001 to 10000,Technology - Software,250
16000001.0,1001 to 10000,Technology - Software,239
16000001.0,1001 to 10000,Technology - Software,257
16000001.0,1001 to 10000,Technology - Software,248
16000001.0,1001 to 10000,Technology - Software,253
16000001.0,1001 to 10000,Technology - Software,241
16000001.0,1,Unknown,3217
16000001.0,1,Unknown,4238
16000001.0,11 to 25,Unknown,3814
16000001.0,6 to 10,Unknown,3973
16000001.0,2 to 5,Unknown,3805
16000001.0,11 to 25,Unknown,3003
16000001.0,2 to 5,Unknown,4831
16000001.0,2 to 5,Unknown,4962
2309705.0,2 to 5,Unknown,5142
16000001.0,1,Unknown,960
16000001.0,2 to 5,Unknown,498
16000001.0,6 to 10,Unknown,2969
276961.0,201 to 1000,Unknown,3239
870495.0,51 to 200,Unknown,2527
16000001.0,1,Unknown,3941
16000001.0,2 to 5,Unknown,2346
16000001.0,6 to 10,Unknown,3518
16000001.0,1,Unknown,3634
16000001.0,2 to 5,Unknown,1813
16000001.0,1,Unknown,3774
795250.0,6 to 10,Unknown,755
2799431.0,51 to 200,Unknown,3258
16000001.0,2 to 5,Unknown,669
16000001.0,6 to 10,Unknown,942
16000001.0,6 to 10,Unknown,3539
16000001.0,2 to 5,Unknown,3847
16000001.0,2 to 5,Unknown,5157
16000001.0,1,Unknown,775
16000001.0,26 to 50,Unknown,808
16000001.0,2 to 5,Unknown,1132
8284844.0,51 to 200,Unknown,1764
16000001.0,6 to 10,Unknown,2544
16000001.0,1001 to 10000,Technology - Software,1343
544317.0,51 to 200,Unknown,1358
16000001.0,2 to 5,Unknown,947
16000001.0,51 to 200,Unknown,603
770153.0,51 to 200,Unknown,1702
3466062.0,11 to 25,Unknown,4833
8147480.0,6 to 10,Unknown,2480
16000001.0,1,Unknown,3922
16000001.0,1,Unknown,3321
16000001.0,11 to 25,Unknown,1372
16000001.0,26 to 50,Unknown,1527
16000001.0,6 to 10,Unknown,2177
16000001.0,2 to 5,Unknown,2150
16000001.0,1,Unknown,2742
1072594.0,11 to 25,Unknown,1340
595918.0,6 to 10,Unknown,2119
16000001.0,26 to 50,Unknown,3770
16000001.0,1,Unknown,2866
16000001.0,1,Unknown,2433
1486384.0,51 to 200,Unknown,310
16000001.0,6 to 10,Unknown,529
16000001.0,1001 to 10000,Unknown,1050
463484.0,6 to 10,Unknown,3769
16000001.0,2 to 5,Unknown,2523
16000001.0,2 to 5,Unknown,4936
16000001.0,1,Unknown,700
16000001.0,6 to 10,Unknown,4800
16000001.0,51 to 200,Unknown,1482
16000001.0,1001 to 10000,Technology - Software,3080
16000001.0,2 to 5,Unknown,1149
16000001.0,6 to 10,Unknown,3002
193867.0,26 to 50,Unknown,4479
16000001.0,26 to 50,Unknown,3331
16000001.0,11 to 25,Unknown,2665
16000001.0,6 to 10,Unknown,5123
16000001.0,2 to 5,Unknown,3595
6050163.0,2 to 5,Unknown,2958
16000001.0,1,Unknown,3200
16000001.0,2 to 5,Unknown,5026
4358747.0,201 to 1000,Unknown,2664
16000001.0,201 to 1000,Unknown,4111
5366939.0,201 to 1000,Unknown,497
16000001.0,2 to 5,Unknown,2580
5012494.0,26 to 50,Unknown,590
2346784.0,201 to 1000,Unknown,3440
16000001.0,6 to 10,Unknown,2217
3022506.0,2 to 5,Unknown,2946
16000001.0,2 to 5,Unknown,1357
16000001.0,26 to 50,Unknown,797
16000001.0,6 to 10,Unknown,1028
3867005.0,51 to 200,Unknown,1352
500963.0,6 to 10,Unknown,5104
16000001.0,2 to 5,Unknown,2722
16000001.0,1,Unknown,2605
16000001.0,2 to 5,Unknown,5139
74681.0,26 to 50,Unknown,777
5785765.0,2 to 5,Unknown,4843
5843389.0,2 to 5,Unknown,2864
16000001.0,1,Unknown,4885
16000001.0,6 to 10,Unknown,557
16000001.0,201 to 1000,Unknown,4599
16000001.0,2 to 5,Unknown,2791
60396.0,1001 to 10000,Unknown,968
16000001.0,1001 to 10000,Technology - Software,4326
3855144.0,26 to 50,Unknown,411
16000001.0,2 to 5,Unknown,3896
16000001.0,6 to 10,Unknown,3110
16000001.0,6 to 10,Unknown,3135
16000001.0,1,Unknown,1559
8045109.0,6 to 10,Unknown,1366
2367225.0,6 to 10,Unknown,4275
16000001.0,2 to 5,Unknown,1044
16000001.0,26 to 50,Unknown,475
16000001.0,2 to 5,Unknown,332
16000001.0,1,Unknown,3063
3939645.0,6 to 10,Unknown,2854
16000001.0,1,Unknown,4505
16000001.0,11 to 25,Unknown,528
16000001.0,2 to 5,Unknown,2950
7974995.0,Unknown,RESTAURANTS,205
16000001.0,2 to 5,Unknown,935
16000001.0,6 to 10,Unknown,1110
16000001.0,1,Unknown,4051
16000001.0,1,Unknown,4433
16000001.0,6 to 10,Unknown,4705
16000001.0,2 to 5,Unknown,5145
16000001.0,11 to 25,Unknown,3420
16000001.0,2 to 5,Unknown,1258
16000001.0,2 to 5,Unknown,2814
16000001.0,1,Unknown,4784
16000001.0,2 to 5,Unknown,2221
3657158.0,6 to 10,Unknown,4049
427490.0,51 to 200,Unknown,2817
16000001.0,6 to 10,Unknown,5192
16000001.0,2 to 5,Unknown,1599
16000001.0,1,Unknown,3791
1320467.0,51 to 200,Unknown,3985
16000001.0,2 to 5,Unknown,4232
16000001.0,1,Unknown,3234
16000001.0,1,Unknown,1270
16000001.0,2 to 5,Unknown,5125
16000001.0,26 to 50,Unknown,2444
16000001.0,1001 to 10000,Technology - Software,3128
266323.0,51 to 200,Unknown,1322
3078653.0,11 to 25,Unknown,3561
16000001.0,6 to 10,Unknown,2576
16000001.0,1,Unknown,2378
16000001.0,11 to 25,Unknown,3578
16000001.0,11 to 25,Unknown,3048
16000001.0,11 to 25,Unknown,493
16000001.0,2 to 5,Unknown,1534
4961477.0,11 to 25,Unknown,4881
1396520.0,51 to 200,Unknown,647
16000001.0,2 to 5,Unknown,2063
16000001.0,1,Unknown,5101
16000001.0,6 to 10,Unknown,2628
16000001.0,1,Unknown,2403
16000001.0,2 to 5,Unknown,2951
16000001.0,1,Unknown,1753
60265.0,6 to 10,Unknown,909
16000001.0,2 to 5,Unknown,3094
16000001.0,1,Unknown,1377
5992745.0,6 to 10,Unknown,3118
2495245.0,1001 to 10000,Unknown,1891
16000001.0,6 to 10,Unknown,1194
16000001.0,6 to 10,Unknown,2147
16000001.0,6 to 10,Unknown,2882
16000001.0,2 to 5,Unknown,885
16000001.0,2 to 5,Unknown,3192
16000001.0,2 to 5,Unknown,2961
4741618.0,2 to 5,Unknown,4315
16000001.0,2 to 5,Unknown,861
16000001.0,1,Unknown,4866
16000001.0,2 to 5,Unknown,5015
3666.0,201 to 1000,Unknown,3912
3271286.0,6 to 10,Unknown,2826
6968662.0,2 to 5,Unknown,2798
16000001.0,2 to 5,Unknown,2431
16000001.0,6 to 10,Unknown,2017
16000001.0,6 to 10,Unknown,1495
16000001.0,1,Unknown,796
108906.0,26 to 50,Unknown,3672
16000001.0,2 to 5,Unknown,997
16000001.0,1,Unknown,2653
16000001.0,26 to 50,Unknown,819
16000001.0,2 to 5,Unknown,4067
16000001.0,2 to 5,Unknown,4088
16000001.0,1001 to 10000,Technology - Software,1259
16000001.0,1,Unknown,1245
6307864.0,2 to 5,Unknown,2885
3478818.0,1,Unknown,2684
16000001.0,1,Unknown,266
2888616.0,6 to 10,Unknown,346
16000001.0,6 to 10,Unknown,4092
5510564.0,11 to 25,Unknown,4992
16000001.0,2 to 5,Unknown,5165
5572633.0,26 to 50,Unknown,2692
16000001.0,2 to 5,Unknown,586
48462.0,6 to 10,Unknown,4797
16000001.0,2 to 5,Unknown,4502
16000001.0,2 to 5,Unknown,3144
16000001.0,6 to 10,Unknown,1869
16000001.0,2 to 5,Unknown,1930
16000001.0,2 to 5,Unknown,4960
6473426.0,11 to 25,Unknown,4635
16000001.0,11 to 25,Unknown,3051
16000001.0,26 to 50,Unknown,2535
7232709.0,11 to 25,Unknown,1582
9667444.0,6 to 10,Unknown,2856
16000001.0,1,Unknown,460
16000001.0,26 to 50,Unknown,2029
16000001.0,6 to 10,Unknown,1031
16000001.0,6 to 10,Unknown,1450
16000001.0,2 to 5,Unknown,4192
8616.0,26 to 50,Unknown,222
16000001.0,2 to 5,Unknown,3947
16000001.0,11 to 25,Unknown,1504
16000001.0,2 to 5,Unknown,3856
16000001.0,6 to 10,Unknown,2612
16000001.0,26 to 50,Unknown,4615
16000001.0,6 to 10,Unknown,2514
16000001.0,2 to 5,Unknown,3471
16000001.0,1,Unknown,537
16000001.0,26 to 50,Unknown,1374
16000001.0,26 to 50,Unknown,447
16000001.0,11 to 25,Unknown,3859
8288740.0,6 to 10,Unknown,646
16000001.0,2 to 5,Unknown,4399
16000001.0,11 to 25,Unknown,2724
16000001.0,2 to 5,Unknown,4643
16000001.0,2 to 5,Unknown,4404
16000001.0,6 to 10,Unknown,3438
6504159.0,6 to 10,Unknown,4335
16000001.0,26 to 50,Unknown,5169
1612929.0,26 to 50,Unknown,4056
16000001.0,1,Unknown,3143
16000001.0,26 to 50,Unknown,1847
16000001.0,2 to 5,Unknown,1063
